Pathway name	RSPSS4	RSBA7	RSMOLK2	RSRUN2340	RSCFB2957	RSBDBR229	RSGMI1000	RSK60	RSPSI07	RSR24	RSUW551
macromolecule_biosynthesis_protein	[]	[R_PROT_PlcN_BioS, R_PROT_RSc1944_BioS, R_PROT_RSp1620_BioS, R_PROT_RSp0656_BioS, R_PROT_RSc0958_BioS, R_PROT_RSc3151_BioS, R_PROT_Rsl_BioS, R_PROT_RSp0103_BioS, R_PROT_RSp1444_BioS]	[R_PROT_RSp0630_BioS, R_PROT_RSp0629_BioS, R_PROT_RSp0656_BioS, R_PROT_Rsl_BioS, R_PROT_RSc0102_BioS, R_PROT_RSp1444_BioS, R_PROT_RSc0104_BioS, R_PROT_RSp1180_BioS]	[R_PROT_RSp0630_BioS, R_PROT_RSp0629_BioS, R_PROT_RSc1944_BioS, R_PROT_RSp1620_BioS, R_PROT_RSp0768_BioS, R_PROT_RSc3430_BioS, R_PROT_RSp1467_BioS, R_PROT_RSp0103_BioS, R_PROT_RSp0745_BioS, R_PROT_RSp1180_BioS, R_PROT_PlcN_BioS, R_PROT_RSp1466_BioS, R_PROT_RSc0958_BioS, R_PROT_RSp0175_BioS, R_PROT_RSp1444_BioS, R_PROT_RSp1139_BioS]	[R_PROT_PlcN_BioS, R_PROT_RSp1620_BioS, R_PROT_RSp0656_BioS, R_PROT_RSc3188_BioS, R_PROT_RSp1545_BioS, R_PROT_RSc0102_BioS, R_PROT_RSp1444_BioS, R_PROT_RSc0104_BioS]	[R_PROT_RSp0630_BioS, R_PROT_RSp0629_BioS, R_PROT_RSc3188_BioS, R_PROT_RSp0768_BioS, R_PROT_RSc0102_BioS, R_PROT_RSc0104_BioS, R_PROT_RSp0540_BioS, R_PROT_RSp0745_BioS, R_PROT_RSp1180_BioS, R_PROT_RSc0887_BioS, R_PROT_RSp0656_BioS, R_PROT_RSp1545_BioS, R_PROT_RSp0175_BioS, R_PROT_RSp1536_BioS, R_PROT_RSp0294_BioS]	[]	[R_PROT_PlcN_BioS, R_PROT_RSp1620_BioS, R_PROT_RSp0656_BioS, R_PROT_RSp0768_BioS, R_PROT_RSp1466_BioS, R_PROT_RSp1467_BioS, R_PROT_RSc0246_BioS, R_PROT_RSc0249_BioS, R_PROT_RSp0175_BioS, R_PROT_RSp1444_BioS, R_PROT_RSp1180_BioS]	[R_PROT_RSc0887_BioS, R_PROT_RSp0629_BioS, R_PROT_RSc3188_BioS, R_PROT_RSp1545_BioS, R_PROT_RSc0102_BioS, R_PROT_RSc0104_BioS, R_PROT_RSp0540_BioS, R_PROT_RSp0294_BioS, R_PROT_RSp1180_BioS]	[R_PROT_RSp0630_BioS, R_PROT_RSp0629_BioS, R_PROT_RSc3188_BioS, R_PROT_RSp0768_BioS, R_PROT_RSc3430_BioS, R_PROT_RSp1467_BioS, R_PROT_RSp0745_BioS, R_PROT_RSp1180_BioS, R_PROT_CbhA_BioS, R_PROT_RSp1545_BioS, R_PROT_RSp1466_BioS, R_PROT_RSp0175_BioS, R_PROT_RSp1139_BioS, R_PROT_RSp0294_BioS]	[R_PROT_RSc1775_BioS, R_PROT_RSp0630_BioS, R_PROT_RSp0629_BioS, R_PROT_RSp0656_BioS, R_PROT_RSp1466_BioS, R_PROT_RSp1467_BioS, R_PROT_Rsl_BioS, R_PROT_RSc0102_BioS, R_PROT_RSp1444_BioS, R_PROT_RSc0104_BioS, R_PROT_RSp1539_BioS]
macromolecule_biosynthesis_type_iii_effector	[R_T3SS_E_RipAH_BioS, R_T3SS_E_RipAG_BioS, R_T3SS_E_RipAI_BioS]	[R_T3SS_E_RipJ_BioS, R_T3SS_E_RipAH_BioS, R_T3SS_E_RipAF1_BioS, R_T3SS_E_RipU2_BioS, R_T3SS_E_RipAK_BioS, R_T3SS_E_RipP1_BioS, R_T3SS_E_RipG1_BioS, R_T3SS_E_RipX_BioS, R_T3SS_E_RipS6_BioS, R_T3SS_E_RipAG_BioS, R_T3SS_E_RipA1_BioS, R_T3SS_E_RipAL_BioS, R_T3SS_E_RipT_BioS, R_T3SS_E_RipL_BioS, R_T3SS_E_RipAI_BioS]	[R_T3SS_E_RipAH_BioS, R_T3SS_E_RipAF1_BioS, R_T3SS_E_RipU2_BioS, R_T3SS_E_RipAK_BioS, R_T3SS_E_RipK_BioS, R_T3SS_E_RipP1_BioS, R_T3SS_E_RipG1_BioS, R_T3SS_E_RipAC_BioS, R_T3SS_E_RipS6_BioS, R_T3SS_E_RipAG_BioS, R_T3SS_E_RipA1_BioS, R_T3SS_E_RipAL_BioS, R_T3SS_E_RipAZ1_BioS, R_T3SS_E_RipP2_BioS, R_T3SS_E_RipT_BioS, R_T3SS_E_RipL_BioS, R_T3SS_E_RipAI_BioS]	[R_T3SS_E_RipJ_BioS, R_T3SS_E_RipAH_BioS, R_T3SS_E_RipAF1_BioS, R_T3SS_E_RipTAL_BioS, R_T3SS_E_RipAT_BioS, R_T3SS_E_RipU2_BioS, R_T3SS_E_RipAK_BioS, R_T3SS_E_RipG1_BioS, R_T3SS_E_RipAC_BioS, R_T3SS_E_RipS6_BioS, R_T3SS_E_RipAG_BioS, R_T3SS_E_RipH3_BioS, R_T3SS_E_RipV1_BioS, R_T3SS_E_RipA1_BioS, R_T3SS_E_RipAL_BioS, R_T3SS_E_RipL_BioS, R_T3SS_E_RipAI_BioS]	[R_T3SS_E_RipAH_BioS, R_T3SS_E_RipTAL_BioS, R_T3SS_E_RipAX1_BioS, R_T3SS_E_RipU2_BioS, R_T3SS_E_RipAK_BioS, R_T3SS_E_RipG1_BioS, R_T3SS_E_RipAX2_BioS, R_T3SS_E_RipS6_BioS, R_T3SS_E_RipAG_BioS, R_T3SS_E_RipA1_BioS, R_T3SS_E_RipAL_BioS, R_T3SS_E_RipP2_BioS, R_T3SS_E_RipT_BioS, R_T3SS_E_RipL_BioS, R_T3SS_E_RipAI_BioS]	[R_T3SS_E_RipJ_BioS, R_T3SS_E_RipAH_BioS, R_T3SS_E_RipAF1_BioS, R_T3SS_E_RipS2_BioS, R_T3SS_E_RipU2_BioS, R_T3SS_E_RipAK_BioS, R_T3SS_E_RipG4_BioS, R_T3SS_E_RipK_BioS, R_T3SS_E_RipP1_BioS, R_T3SS_E_RipG1_BioS, R_T3SS_E_RipAC_BioS, R_T3SS_E_RipO1_BioS, R_T3SS_E_RipAV_BioS, R_T3SS_E_RipAX2_BioS, R_T3SS_E_RipS6_BioS, R_T3SS_E_RipAG_BioS, R_T3SS_E_RipQ_BioS, R_T3SS_E_RipA1_BioS, R_T3SS_E_RipAL_BioS, R_T3SS_E_RipP2_BioS, R_T3SS_E_RipG2_BioS, R_T3SS_E_RipT_BioS, R_T3SS_E_RipAI_BioS]	[R_T3SS_E_RipAI_BioS]	[R_T3SS_E_RipJ_BioS, R_T3SS_E_RipAH_BioS, R_T3SS_E_RipAF1_BioS, R_T3SS_E_RipAX1_BioS, R_T3SS_E_RipU2_BioS, R_T3SS_E_RipAK_BioS, R_T3SS_E_RipN_BioS, R_T3SS_E_RipP1_BioS, R_T3SS_E_RipG1_BioS, R_T3SS_E_RipAV_BioS, R_T3SS_E_RipAX2_BioS, R_T3SS_E_RipS6_BioS, R_T3SS_E_RipAG_BioS, R_T3SS_E_RipA1_BioS, R_T3SS_E_RipAL_BioS, R_T3SS_E_RipG2_BioS, R_T3SS_E_RipT_BioS, R_T3SS_E_RipAI_BioS]	[R_T3SS_E_RipJ_BioS, R_T3SS_E_RipAF1_BioS, R_T3SS_E_RipAX1_BioS, R_T3SS_E_RipU2_BioS, R_T3SS_E_RipAK_BioS, R_T3SS_E_RipG4_BioS, R_T3SS_E_RipP1_BioS, R_T3SS_E_RipO1_BioS, R_T3SS_E_RipAV_BioS, R_T3SS_E_RipAX2_BioS, R_T3SS_E_RipS6_BioS, R_T3SS_E_RipQ_BioS, R_T3SS_E_RipA1_BioS, R_T3SS_E_RipP2_BioS]	[R_T3SS_E_RipAH_BioS, R_T3SS_E_RipAF1_BioS, R_T3SS_E_RipTAL_BioS, R_T3SS_E_RipS5_BioS, R_T3SS_E_RipS2_BioS, R_T3SS_E_RipAK_BioS, R_T3SS_E_RipN_BioS, R_T3SS_E_RipK_BioS, R_T3SS_E_RipP1_BioS, R_T3SS_E_RipI_BioS, R_T3SS_E_RipAX2_BioS, R_T3SS_E_RipAG_BioS, R_T3SS_E_RipV1_BioS, R_T3SS_E_RipA1_BioS, R_T3SS_E_RipG2_BioS, R_T3SS_E_RipJ_BioS, R_T3SS_E_RipS1_BioS, R_T3SS_E_RipAX1_BioS, R_T3SS_E_RipG1_BioS, R_T3SS_E_RipAC_BioS, R_T3SS_E_RipAV_BioS, R_T3SS_E_RipC1_BioS, R_T3SS_E_RipS6_BioS, R_T3SS_E_RipG3_BioS, R_T3SS_E_RipQ_BioS, R_T3SS_E_RipP2_BioS, R_T3SS_E_RipAI_BioS]	[R_T3SS_E_RipAH_BioS, R_T3SS_E_RipAF1_BioS, R_T3SS_E_RipTAL_BioS, R_T3SS_E_RipU2_BioS, R_T3SS_E_RipAK_BioS, R_T3SS_E_RipK_BioS, R_T3SS_E_RipAU_BioS, R_T3SS_E_RipP1_BioS, R_T3SS_E_RipG1_BioS, R_T3SS_E_RipAX2_BioS, R_T3SS_E_RipS6_BioS, R_T3SS_E_RipAG_BioS, R_T3SS_E_RipA1_BioS, R_T3SS_E_RipAL_BioS, R_T3SS_E_RipAZ1_BioS, R_T3SS_E_RipP2_BioS, R_T3SS_E_RipT_BioS, R_T3SS_E_RipL_BioS, R_T3SS_E_RipAI_BioS]
macromolecule_secretion_polysaccharide_biofilm_formation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
macromolecule_secretion_protein	[]	[]	[R_PROT_ce_RSp1180_S]	[]	[]	[R_PROT_ce_RSp1180_S, R_PROT_cp_RSp1536_S]	[]	[R_PROT_ce_RSp1180_S]	[R_PROT_ce_RSp1180_S]	[R_PROT_ce_RSp1180_S]	[]
macromolecule_secretion_type_iii_effector	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
macromolecule_secretion_type_vi_effector	[]	[]	[]	[R_T6SS_E_RSc0958_S, R_T6SS_E_RSp0175_S, R_T6SS_E_RSp1139_S, R_T6SS_E_RSc3430_S, R_T6SS_E_RSp0629_S, R_T6SS_E_RSc1944_S, R_T6SS_E_RSp0103_S, R_T6SS_E_RSp0768_S, R_T6SS_E_RSp0745_S]	[]	[R_T6SS_E_RSp0175_S, R_T6SS_E_RSp0629_S, R_T6SS_E_RSp0768_S, R_T6SS_E_RSp0745_S]	[]	[]	[]	[]	[]
macromolecule_storage	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
mannitol_degradation	[]	[R_MNLDH2]	[R_MNLDH2]	[R_MNLDH2]	[R_MNLDH2]	[R_MNLDH2]	[]	[R_MNLDH2]	[R_MNLDH2]	[R_MNLDH2]	[R_MNLDH2]
melanin_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
membrane_lipid_metabolism	[R_MACPD]	[R_MACPD]	[R_MACPD]	[R_MACPD]	[]	[R_MACPD]	[R_MACPD]	[]	[R_MACPD]	[R_MACPD]	[R_MACPD]
membrane_lipid_metabolism	[R_MACPD]	[R_MACPD]	[R_MACPD]	[R_MACPD]	[]	[R_MACPD]	[R_MACPD]	[]	[R_MACPD]	[R_MACPD]	[R_MACPD]
membrane_lipid_metabolism	[R_MACPD]	[R_MACPD]	[R_MACPD]	[R_MACPD]	[]	[R_MACPD]	[R_MACPD]	[]	[R_MACPD]	[R_MACPD]	[R_MACPD]
metabolite_repair	[R_CRO2t3pp]	[R_CRO2t3pp]	[]	[]	[R_CRO2t3pp]	[R_CRO2t3pp, R_AGt3, R_CUt3]	[R_CRO2t3pp]	[R_CRO2t3pp, R_AGt3, R_CUt3]	[R_CRO2t3pp]	[R_CRO2t3pp]	[]
methionine_biosynthesis	[]	[R_METB1]	[R_METB1]	[R_METB1]	[R_METB1]	[]	[]	[R_METB1]	[]	[R_METB1]	[R_METB1]
methionine_metabolism	[]	[R_CYTOM]	[R_CYTOM]	[R_CYTOM]	[R_CYTOM]	[R_CYTOM]	[]	[R_CYTOM]	[R_CYTOM]	[R_CYTOM]	[R_CYTOM]
methylglyoxal_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
methylglyoxal_degradation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
micacocidin_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[R_MCCDNS1]	[]
molybdenum_cofactor_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
motility_chemotaxis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
murein_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
murein_lpp_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
murein_recycling	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
myo_inositol_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
myo_inositol_degradation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[R_INSEPIH, R_2INSD, R_INS2D, R_DGLUISO, R_DKGLUCK]	[]
na	[R_GLYOX3, R_GDDMR]	[R_GDDMR]	[R_GLYOX3, R_GDDMR]	[R_GDDMR]	[R_GDDMR]	[R_GLYOX3, R_GDDMR]	[R_GLYOX3, R_GDDMR]	[R_GDDMR]	[R_GLYOX3]	[R_GLYOX3, R_GDDMR]	[R_GDDMR]
nad_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
nad_salvage_pathway	[]	[R_MALEI]	[R_RYLNTARH, R_MALEI]	[R_RYLNTARH]	[R_MALEI]	[R_MALEI]	[]	[R_RYLNTARH, R_MALEI]	[R_MALEI]	[R_MALEI]	[R_RYLNTARH, R_MALEI]
naphthalene_and_anthracene_degradation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
natural_transformation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
nicotinate_and_nicotinamide_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
nicotinate_and_nicotinamide_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
nitrate_reduction	[]	[R_NITORTpp]	[R_NITORTpp]	[]	[R_NITORTpp]	[R_NITORTpp]	[]	[R_NITORTpp]	[R_NITORTpp]	[R_NITORTpp, R_NTRIR5pp, R_NORcytc]	[R_NITORTpp]
nitric_oxide_detoxification	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
nitrogen_metabolism	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[]	[]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]
nitrogen_metabolism	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[]	[]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]
nitrogen_metabolism	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[]	[]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]	[R_TYROXDApp, R_PEAMNOpp, R_42A12BOOXpp]
nucleotide_salvage_pathway	[R_HMR_0180, R_DURADx]	[R_UDPGALM, R_DURADx]	[R_UDPGALM, R_HMR_0180, R_DURADx]	[R_UDPGALM, R_DURADx]	[R_UDPGALM, R_HMR_0180, R_DURADx]	[R_UDPGALM, R_HMR_0180]	[R_HMR_0180, R_DURADx]	[R_UDPGALM, R_HMR_0180, R_DURADx]	[R_UDPGALM, R_HMR_0180]	[R_UDPGALM]	[R_UDPGALM, R_DURADx]
one_carbon_oxidation	[]	[R_ALDD1]	[R_ALDD1]	[R_ALDD1]	[R_ALDD1]	[R_ALDD1]	[]	[R_ALDD1]	[R_ALDD1]	[R_ALDD1]	[R_ALDD1]
one_carbon_pool_by_folate	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
one_carbon_pool_by_folate	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
oxidative_phosphorylation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
oxidative_phosphorylation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
oxidative_phosphorylation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
pentose_and_glucuronate_interconversion	[R_ALRTa, R_XYLR, R_ALRTap]	[R_ALRTa, R_XYLR, R_ALRTap]	[R_ALRTa, R_XYLR, R_ALRTap]	[R_ALRTa, R_XYLR, R_ALRTap]	[R_ALRTa, R_XYLR, R_ALRTap]	[R_ALRTa, R_XYLR, R_ALRTap]	[R_ALRTa, R_XYLR, R_ALRTap]	[R_ALRTa, R_XYLR, R_ALRTap]	[]	[]	[R_ALRTa, R_XYLR, R_ALRTap]
pentose_degradation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
pentose_phosphate_pathway	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
peptidoglycan_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
peptidoglycan_recycling	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
phenolic_compound_degradation	[]	[]	[]	[]	[]	[R_DMPO_LACCASE]	[]	[]	[]	[]	[]
phenylacetate_degradation	[]	[]	[]	[]	[]	[R_PACCOAE]	[]	[]	[]	[]	[]
phenylacetonitrile_degradation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
phenylalanine_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
phenylalanine_degradation	[]	[R_PHEODC]	[]	[]	[]	[]	[]	[]	[]	[]	[]
phenylalanine_metabolism	[R_HPPH]	[R_HPPH]	[R_HPPH]	[R_HPPH]	[R_HPPH]	[]	[R_HPPH]	[R_HPPH]	[]	[]	[R_HPPH]
phenylalanine_tyrosine_and_tryptophan_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
phenylpropanoid_degradation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
phosphate_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
plant_cell_wall_attachment	[]	[R_PCW_bd_Rsl]	[R_PCW_bd_RSc0104_act, R_PCW_bd_RSc0102_act, R_PCW_bd_Rsl]	[]	[R_PCW_bd_RSc0104_act, R_PCW_bd_RSc0102_act, R_PCW_bd_RSp1545, R_PCW_bd_RSc3188]	[R_PCW_bd_RSc0104_act, R_PCW_bd_RSc0102_act, R_PCW_bd_RSp0294_act, R_PCW_bd_RSp1545, R_PCW_bd_RSc3188, R_PCW_bd_RSp0540]	[]	[R_PCW_bd_RSc0246_act, R_PCW_bd_RSc0249_act]	[R_PCW_bd_RSc0104_act, R_PCW_bd_RSc0102_act, R_PCW_bd_RSp0294_act, R_PCW_bd_RSp1545, R_PCW_bd_RSc3188, R_PCW_bd_RSp0540]	[R_PCW_bd_RSp0294_act, R_PCW_bd_RSp1545, R_PCW_bd_RSc3188]	[R_PCW_bd_RSp1539, R_PCW_bd_RSc0104_act, R_PCW_bd_RSc0102_act, R_PCW_bd_Rsl]
plant_cell_wall_degradation	[]	[R_PPLCc180, R_PPLCc181, R_PPLCc140, R_PPLCc141, R_PPLCc160, R_PPLCc161, R_PPLCc120]	[R_PPLDc180, R_PPLDc181, R_PPLDc160, R_PPLDc161, R_PPLDc140, R_PPLDc141, R_PPLDc120]	[R_PPLCc180, R_PPLCc181, R_PPLCc140, R_PPLCc141, R_PPLCc160, R_PPLCc161, R_PPLDc141, R_PPLDc120, R_PPLDc180, R_PPLDc181, R_PPLDc160, R_PPLDc161, R_PPLDc140, R_PPLCc120]	[R_PPLCc180, R_PPLCc181, R_PPLCc140, R_PPLCc141, R_PPLCc160, R_PPLCc161, R_PPLCc120]	[R_PPLDc180, R_PPLDc181, R_PPLDc160, R_PPLDc161, R_PPLDc140, R_PPLDc141, R_PPLDc120]	[]	[R_PPLCc180, R_PPLCc181, R_PPLCc140, R_PPLCc141, R_PPLCc160, R_PPLCc161, R_PPLCc120]	[]	[R_PPLDc180, R_PPLDc181, R_PPLDc160, R_PPLDc161, R_PPLDc140, R_EXOGLAS, R_PPLDc141, R_PPLDc120]	[R_PPLDc180, R_PPLDc181, R_PPLDc160, R_PPLDc161, R_PPLDc140, R_PPLDc141, R_PPLDc120]
polyamine_biosynthesis	[]	[]	[]	[]	[]	[R_ADMDC]	[]	[]	[]	[]	[]
polyhydroxybutanoate_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
porphyrin_and_chlorophyll_metabolism	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
ppgpp_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
proline_biosynthesis	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
proline_degradation	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
propanoate_metabolism	[R_PPAKr, R_PTA2]	[R_PCNO]	[R_PCNO]	[R_PPAKr, R_PCNO, R_PTA2]	[R_PCNO]	[R_PCNO]	[R_PPAKr, R_PCNO, R_PTA2]	[R_PCNO]	[R_PCNO]	[R_PCNO]	[R_PCNO]
propanoate_metabolism	[R_PPAKr, R_PTA2]	[R_PCNO]	[R_PCNO]	[R_PPAKr, R_PCNO, R_PTA2]	[R_PCNO]	[R_PCNO]	[R_PPAKr, R_PCNO, R_PTA2]	[R_PCNO]	[R_PCNO]	[R_PCNO]	[R_PCNO]
